DATE,DOWNLOADS,Rating Count,Reviews Count,Uninstalls,Active Users(in Millions),Last Updated,Content rating,Ad Supported,Size,Minimum Android
2020-01-14,121390,3434,859,24278,202,2020-01-14,TEEN,TRUE,58.4,4.4
2020-01-15,148195,5632,1408,29639,206,2020-01-14,TEEN,TRUE,58.4,4.4
2020-01-16,142017,7653,1913,28403,200,2020-01-14,TEEN,TRUE,58.4,4.4
2020-01-17,160160,7456,1864,32032,203,2020-01-14,TEEN,TRUE,58.4,4.4
2020-01-18,143765,4684,1171,28753,200,2020-01-14,TEEN,TRUE,58.4,4.4
2020-01-19,143765,3474,869,28753,201,2020-01-14,TEEN,TRUE,58.4,4.4
2020-01-20,138070,4595,1149,27614,197,2020-01-14,TEEN,TRUE,58.4,4.4
2020-01-21,145779,10512,2628,29156,194,2020-01-14,TEEN,TRUE,58.4,4.4
2020-01-22,144850,9003,2251,28970,198,2020-01-14,TEEN,TRUE,58.4,4.4
2020-01-23,136021,11490,2873,27204,202,2020-01-23,TEEN,TRUE,61,4.4
2020-01-24,115946,12000,3000,23189,204,2020-01-23,TEEN,TRUE,61,4.4
2020-01-25,98888,10512,2628,19778,187,2020-01-23,TEEN,TRUE,61,4.4
2020-01-26,102641,9000,2250,20528,207,2020-01-23,TEEN,TRUE,61,4.4
2020-01-27,146813,8045,2011,29363,196,2020-01-23,TEEN,TRUE,61,4.4
2020-01-28,142810,7000,1750,28562,198,2020-01-23,TEEN,TRUE,61,4.4
2020-01-29,141835,5634,1409,28367,206,2020-01-29,TEEN,TRUE,61.9,4.4
2020-01-30,134910,4574,1144,26982,201,2020-01-29,TEEN,TRUE,61.9,4.4
2020-01-31,138328,7990,1998,27666,196,2020-01-29,TEEN,TRUE,61.9,4.4
2020-02-01,139467,4676,1169,27893,195,2020-01-29,TEEN,TRUE,61.9,4.4
2020-02-02,145229,9908,2477,29046,196,2020-01-29,TEEN,TRUE,61.9,4.4
2020-02-03,147478,9903,2476,29496,205,2020-01-29,TEEN,TRUE,61.9,4.4
2020-02-04,132876,15786,3947,26575,202,2020-02-04,TEEN,TRUE,58.5,4.4
2020-02-05,124778,12299,3075,24956,200,2020-02-04,TEEN,TRUE,58.5,4.4
2020-02-06,118396,9000,2250,23679,198,2020-02-04,TEEN,TRUE,58.5,4.4
2020-02-07,147664,13009,3252,29533,197,2020-02-04,TEEN,TRUE,58.5,4.4
2020-02-08,147674,15786,3947,29535,196,2020-02-04,TEEN,TRUE,58.5,4.4
2020-02-09,142609,12009,3002,28522,197,2020-02-04,TEEN,TRUE,58.5,4.4
2020-02-10,137376,18900,4725,27475,204,2020-02-04,TEEN,TRUE,58.5,4.4
2020-02-11,159719,22008,5502,31944,201,2020-02-11,TEEN,TRUE,62,4.4
2020-02-12,140104,23756,5939,28021,195,2020-02-11,TEEN,TRUE,62,4.4
2020-02-13,147544,22389,5597,29509,203,2020-02-11,TEEN,TRUE,62,4.4
2020-02-14,137503,25788,6447,27501,188,2020-02-11,TEEN,TRUE,62,4.4
2020-02-15,141535,23455,5864,28307,203,2020-02-11,TEEN,TRUE,62,4.4
2020-02-16,153634,24889,6222,30727,196,2020-02-11,TEEN,TRUE,62,4.4
2020-02-17,150123,10000,2500,30025,198,2020-02-11,TEEN,TRUE,62,4.4
2020-02-18,149002,5890,1473,29800,197,2020-02-11,TEEN,TRUE,62,4.4
2020-02-19,151223,4565,1141,30245,206,2020-02-19,TEEN,TRUE,62.1,4.4
2020-02-20,154080,7937,1984,30816,208,2020-02-19,TEEN,TRUE,62.1,4.4
2020-02-21,120320,2469,617,24064,205,2020-02-19,TEEN,TRUE,62.1,4.4
2020-02-22,159586,2009,502,31917,203,2020-02-19,TEEN,TRUE,62.1,4.4
2020-02-23,117178,2001,500,23436,200,2020-02-19,TEEN,TRUE,62.1,4.4
2020-02-24,117178,1980,495,23436,197,2020-02-19,TEEN,TRUE,62.1,4.4
2020-02-25,153430,2108,527,30686,203,2020-02-19,TEEN,TRUE,62.1,4.4
2020-02-26,96418,1500,375,19284,193,2020-02-19,TEEN,TRUE,62.1,4.4
2020-02-27,146017,2390,598,29203,197,2020-02-27,TEEN,TRUE,67,4.4
2020-02-28,156469,2489,622,31294,207,2020-02-27,TEEN,TRUE,67,4.4
2020-02-29,156178,1900,475,31236,199,2020-02-27,TEEN,TRUE,67,4.4
2020-03-01,150442,2110,528,30088,199,2020-02-27,TEEN,TRUE,67,4.4
2020-03-02,146463,8009,2002,29293,199,2020-02-27,TEEN,TRUE,67,4.4
2020-03-03,158981,10089,2522,31796,197,2020-02-27,TEEN,TRUE,67,4.4
2020-03-04,117226,12909,3227,23445,198,2020-03-04,TEEN,TRUE,62.5,4.4
2020-03-05,121776,11000,2750,24355,195,2020-03-04,TEEN,TRUE,62.5,4.4
2020-03-06,148964,18909,4727,29793,197,2020-03-04,TEEN,TRUE,62.5,4.4
2020-03-07,148735,14009,3502,29747,196,2020-03-04,TEEN,TRUE,62.5,4.4
2020-03-08,146899,12980,3245,29380,200,2020-03-04,TEEN,TRUE,62.5,4.4
2020-03-09,145789,11988,2997,29158,198,2020-03-04,TEEN,TRUE,62.5,4.4
2020-03-10,148306,10512,2628,29661,209,2020-03-10,TEEN,TRUE,62.5,4.4
2020-03-11,159427,15080,3770,31885,195,2020-03-10,TEEN,TRUE,62.5,4.4
2020-03-12,145962,9087,2272,29192,201,2020-03-10,TEEN,TRUE,62.5,4.4
2020-03-13,147618,13998,3500,29524,202,2020-03-10,TEEN,TRUE,62.5,4.4
2020-03-14,137834,11080,2770,27567,202,2020-03-10,TEEN,TRUE,62.5,4.4
2020-03-15,143863,14578,3645,28773,199,2020-03-10,TEEN,TRUE,62.5,4.4
2020-03-16,143316,5789,1447,28663,203,2020-03-10,TEEN,TRUE,62.5,4.4
2020-03-17,146086,4589,1147,29217,193,2020-03-17,TEEN,TRUE,65.6,4.4
2020-03-18,144097,2287,572,28819,205,2020-03-18,TEEN,TRUE,59.2,4.4
2020-03-19,146071,3454,864,29214,199,2020-03-18,TEEN,TRUE,59.2,4.4
2020-03-20,140008,1238,310,28002,199,2020-03-18,TEEN,TRUE,59.2,4.4
2020-03-21,135525,2989,747,27105,204,2020-03-18,TEEN,TRUE,59.2,4.4
2020-03-22,136570,1399,350,27314,196,2020-03-18,TEEN,TRUE,59.2,4.4
2020-03-23,142731,1359,340,28546,203,2020-03-18,TEEN,TRUE,59.2,4.4
2020-03-24,143149,1457,364,28630,194,2020-03-24,TEEN,TRUE,59.2,4.4
2020-03-25,141048,4322,1081,28210,201,2020-03-25,TEEN,TRUE,66,4.4
2020-03-26,146214,1976,494,29243,197,2020-03-25,TEEN,TRUE,66,4.4
2020-03-27,114364,1359,340,22873,201,2020-03-25,TEEN,TRUE,66,4.4
2020-03-28,114905,1002,251,22981,203,2020-03-25,TEEN,TRUE,66,4.4
2020-03-29,115283,1359,340,23057,198,2020-03-25,TEEN,TRUE,66,4.4
2020-03-30,82715,3452,863,16543,196,2020-03-25,TEEN,TRUE,66,4.4
2020-03-31,80486,4332,1083,16097,208,2020-03-25,TEEN,TRUE,66,4.4
2020-04-01,85816,3987,997,17163,204,2020-03-25,TEEN,TRUE,66,4.4
2020-04-02,97909,1225,306,19582,198,2020-04-02,TEEN,TRUE,65.1,4.4
2020-04-03,116015,3432,858,23203,206,2020-04-02,TEEN,TRUE,65.1,4.4
2020-04-04,103197,1290,323,20639,185,2020-04-02,TEEN,TRUE,65.1,4.4
2020-04-05,118316,4357,1089,23663,194,2020-04-02,TEEN,TRUE,65.1,4.4
2020-04-06,96936,10098,2525,19387,195,2020-04-02,TEEN,TRUE,65.1,4.4
2020-04-07,102821,15786,3947,20564,207,2020-04-07,TEEN,TRUE,59.1,4.4
2020-04-08,103068,12023,3006,20614,199,2020-04-07,TEEN,TRUE,59.1,4.4
2020-04-09,100272,10004,2501,20054,199,2020-04-07,TEEN,TRUE,59.1,4.4
2020-04-10,125296,24323,6081,25059,204,2020-04-07,TEEN,TRUE,59.1,4.4
2020-04-11,114559,19090,4773,22912,197,2020-04-07,TEEN,TRUE,59.1,4.4
2020-04-12,120978,3220,805,24196,199,2020-04-07,TEEN,TRUE,59.1,4.4
2020-04-13,102891,10958,2740,20578,202,2020-04-07,TEEN,TRUE,59.1,4.4
2020-04-14,125362,4353,1088,25072,203,2020-04-07,TEEN,TRUE,59.1,4.4
2020-04-15,123960,9054,2264,24792,199,2020-04-07,TEEN,TRUE,59.1,4.4
2020-04-16,120636,12334,3084,24127,208,2020-04-07,TEEN,TRUE,59.1,4.4
2020-04-17,119827,19783,4946,23965,201,2020-04-17,TEEN,TRUE,65.3,4.4
2020-04-18,118481,22348,5587,23696,196,2020-04-17,TEEN,TRUE,65.3,4.4
2020-04-19,114840,24380,6095,22968,189,2020-04-17,TEEN,TRUE,65.3,4.4
2020-04-20,94416,20094,5024,18883,203,2020-04-17,TEEN,TRUE,65.3,4.4
2020-04-21,101404,4890,1223,20281,198,2020-04-17,TEEN,TRUE,65.3,4.4
2020-04-22,80237,8903,2226,16047,197,2020-04-17,TEEN,TRUE,65.3,4.4
2020-04-23,100761,4988,1247,20152,192,2020-04-17,TEEN,TRUE,65.3,4.4
2020-04-24,102559,2124,531,20512,205,2020-04-17,TEEN,TRUE,65.3,4.4
2020-04-25,95626,9033,2258,19125,208,2020-04-17,TEEN,TRUE,65.3,4.4
2020-04-26,83800,3224,806,16760,207,2020-04-17,TEEN,TRUE,65.3,4.4
2020-04-27,83744,5648,1412,16749,204,2020-04-27,TEEN,TRUE,60.9,4.4
2020-04-28,101933,4595,1149,20387,198,2020-04-27,TEEN,TRUE,60.9,4.4
2020-04-29,95494,3464,866,19099,194,2020-04-27,TEEN,TRUE,60.9,4.4
2020-04-30,119047,8903,2226,23809,201,2020-04-27,TEEN,TRUE,60.9,4.4
2020-05-01,94830,10099,2525,18966,202,2020-05-01,TEEN,TRUE,60.9,4.4
2020-05-02,120743,3456,864,24149,210,2020-05-01,TEEN,TRUE,60.9,4.4
2020-05-03,121922,8944,2236,24384,193,2020-05-01,TEEN,TRUE,60.9,4.4
2020-05-04,123517,6794,1699,24703,203,2020-05-01,TEEN,TRUE,60.9,4.4
2020-05-05,145464,3433,858,29093,213,2020-05-05,TEEN,TRUE,61.6,4.4
2020-05-06,121961,3673,918,24392,210,2020-05-06,TEEN,TRUE,61.1,4.4
2020-05-07,124517,7484,1871,24903,209,2020-05-06,TEEN,TRUE,67.1,4.4
2020-05-08,115323,2469,617,23065,203,2020-05-06,TEEN,TRUE,61.1,4.4
2020-05-09,114322,7544,1886,22864,214,2020-05-06,TEEN,TRUE,61.1,4.4
2020-05-10,114447,3446,862,22889,198,2020-05-06,TEEN,TRUE,61.1,4.4
2020-05-11,119435,3467,867,23887,208,2020-05-06,TEEN,TRUE,61.1,4.4
2020-05-12,123954,8454,2114,24791,217,2020-05-12,TEEN,TRUE,67.1,4.4
2020-05-13,124491,2456,614,24898,195,2020-05-12,TEEN,TRUE,67.1,4.4
2020-05-14,116904,1904,476,23381,215,2020-05-12,TEEN,TRUE,67.1,4.4
2020-05-15,142869,4336,1084,28574,206,2020-05-12,TEEN,TRUE,67.1,4.4
2020-05-16,125204,1233,308,25041,216,2020-05-12,TEEN,TRUE,67.1,4.4
2020-05-17,125321,5757,1439,25064,217,2020-05-12,TEEN,TRUE,67.1,4.4
2020-05-18,124188,13454,3364,24838,210,2020-05-12,TEEN,TRUE,67.1,4.4
2020-05-19,101245,8900,2225,20249,201,2020-05-19,TEEN,TRUE,66.6,4.4
2020-05-20,116752,3466,867,23350,213,2020-05-19,TEEN,TRUE,66.6,4.4
2020-05-21,115848,11908,2977,23170,213,2020-05-19,TEEN,TRUE,66.6,4.4
2020-05-22,134865,13876,3469,26973,198,2020-05-19,TEEN,TRUE,66.6,4.4
2020-05-23,114859,12659,3165,22972,217,2020-05-19,TEEN,TRUE,66.6,4.4
2020-05-24,144308,4899,1225,28862,222,2020-05-19,TEEN,TRUE,66.6,4.4
2020-05-25,145611,19034,4759,29122,217,2020-05-19,TEEN,TRUE,66.6,4.4
2020-05-26,141231,12900,3225,28246,207,2020-05-19,TEEN,TRUE,66.6,4.4
2020-05-27,135778,11198,2800,27156,213,2020-05-19,TEEN,TRUE,66.6,4.4
2020-05-28,148131,3434,859,29626,212,2020-05-28,TEEN,TRUE,60.4,4.4
2020-05-29,148965,19084,4771,29793,208,2020-05-28,TEEN,TRUE,60.4,4.4
2020-05-30,165353,10512,2628,33071,206,2020-05-28,TEEN,TRUE,60.4,4.4
2020-05-31,172359,11800,2950,34472,205,2020-05-28,TEEN,TRUE,60.4,4.4
2020-06-01,176126,8900,2225,35225,204,2020-05-28,TEEN,TRUE,60.4,4.4
2020-06-02,180963,5690,1423,36193,225,2020-05-28,TEEN,TRUE,60.4,4.4
2020-06-03,167793,1234,309,33559,206,2020-05-28,TEEN,TRUE,60.4,4.4
2020-06-04,158522,7893,1973,31704,206,2020-05-28,TEEN,TRUE,60.4,4.4
2020-06-05,155249,1447,362,31050,212,2020-05-28,TEEN,TRUE,60.4,4.4
2020-06-06,156117,4465,1116,31223,201,2020-05-28,TEEN,TRUE,60.4,4.4
2020-06-07,147326,2344,586,29465,214,2020-05-28,TEEN,TRUE,60.4,4.4
2020-06-08,147731,8940,2235,29546,209,2020-05-28,TEEN,TRUE,60.4,4.4
2020-06-09,140156,4556,1139,28031,205,2020-06-09,TEEN,TRUE,60.4,4.4
2020-06-10,143434,2235,559,28687,222,2020-06-09,TEEN,TRUE,60.4,4.4
2020-06-11,143900,6674,1669,28780,213,2020-06-09,TEEN,TRUE,60.4,4.4
2020-06-12,141683,2245,561,28337,217,2020-06-09,TEEN,TRUE,60.4,4.4
2020-06-13,145972,2239,560,29194,217,2020-06-09,TEEN,TRUE,60.4,4.4
2020-06-14,160391,7653,1913,32078,211,2020-06-09,TEEN,TRUE,60.4,4.4
2020-06-15,149677,1245,311,29935,201,2020-06-09,TEEN,TRUE,60.4,4.4
2020-06-16,155170,3566,892,31034,207,2020-06-16,TEEN,TRUE,61,4.4
2020-06-17,149833,1235,309,29967,206,2020-06-16,TEEN,TRUE,61,4.4
2020-06-18,135438,6773,1693,27088,208,2020-06-16,TEEN,TRUE,61,4.4
2020-06-19,124630,2344,586,24926,220,2020-06-16,TEEN,TRUE,61,4.4
2020-06-20,124754,7533,1883,24951,208,2020-06-16,TEEN,TRUE,61,4.4
2020-06-21,95748,3457,864,19150,204,2020-06-16,TEEN,TRUE,61,4.4
2020-06-22,99706,1224,306,19941,190,2020-06-16,TEEN,TRUE,61,4.4
2020-06-23,86075,10384,2596,17215,199,2020-06-16,TEEN,TRUE,61,4.4
2020-06-24,98084,11223,2806,19617,198,2020-06-24,TEEN,TRUE,67.4,4.4
2020-06-25,83860,19883,4971,16772,211,2020-06-24,TEEN,TRUE,67.4,4.4
2020-06-26,95350,12355,3089,19070,205,2020-06-24,TEEN,TRUE,67.4,4.4
2020-06-27,102659,11948,2987,20532,208,2020-06-24,TEEN,TRUE,67.4,4.4
2020-06-28,125541,9484,2371,25108,207,2020-06-24,TEEN,TRUE,67.4,4.4
2020-06-29,146046,3432,858,29209,201,2020-06-24,TEEN,TRUE,67.4,4.4
2020-06-30,151228,15908,3977,30246,197,2020-06-24,TEEN,TRUE,67.4,4.4
2020-07-01,119455,19085,4771,23891,210,2020-07-01,TEEN,TRUE,62.5,4.4
2020-07-02,122122,20411,5103,24424,205,2020-07-01,TEEN,TRUE,62.5,4.4
2020-07-03,124075,24380,6095,24815,203,2020-07-01,TEEN,TRUE,62.5,4.4
2020-07-04,74019,24998,6250,14804,213,2020-07-01,TEEN,TRUE,62.5,4.4
2020-07-05,71287,25409,6352,14257,202,2020-07-01,TEEN,TRUE,62.5,4.4
2020-07-06,71665,19084,4771,14333,223,2020-07-01,TEEN,TRUE,62.5,4.4
2020-07-07,78829,10934,2734,15766,210,2020-07-01,TEEN,TRUE,62.5,4.4
2020-07-08,80135,12212,3053,16027,206,2020-07-08,TEEN,TRUE,60.6,4.4
2020-07-09,84699,5390,1348,16940,199,2020-07-08,TEEN,TRUE,60.6,4.4
2020-07-10,59995,8943,2236,11999,206,2020-07-08,TEEN,TRUE,60.6,4.4
2020-07-11,53444,6784,1696,10689,205,2020-07-08,TEEN,TRUE,60.6,4.4
2020-07-12,58434,7083,1771,11687,205,2020-07-08,TEEN,TRUE,60.6,4.4
2020-07-13,62189,6903,1726,12438,204,2020-07-08,TEEN,TRUE,60.6,4.4
2020-07-14,102601,7464,1866,20520,209,2020-07-14,TEEN,TRUE,61,4.4
2020-07-15,73722,8453,2113,14744,222,2020-07-14,TEEN,TRUE,61,4.4
2020-07-16,95132,1233,308,19026,215,2020-07-14,TEEN,TRUE,61,4.4
2020-07-17,99667,4332,1083,19933,210,2020-07-14,TEEN,TRUE,61,4.4
2020-07-18,101462,5778,1445,20292,212,2020-07-14,TEEN,TRUE,61,4.4
2020-07-19,94001,4225,1056,18800,205,2020-07-14,TEEN,TRUE,61,4.4
2020-07-20,100938,6493,1623,20188,198,2020-07-14,TEEN,TRUE,61,4.4
2020-07-21,117248,7564,1891,23450,203,2020-07-14,TEEN,TRUE,61,4.4
2020-07-22,100120,1234,309,20024,208,2020-07-14,TEEN,TRUE,61,4.4
2020-07-23,97935,5332,1333,19587,209,2020-07-14,TEEN,TRUE,61,4.4
2020-07-24,115052,4336,1084,23010,203,2020-07-14,TEEN,TRUE,61,4.4
2020-07-25,101632,4577,1144,20326,203,2020-07-14,TEEN,TRUE,61,4.4
2020-07-26,115212,7556,1889,23042,218,2020-07-14,TEEN,TRUE,61,4.4
2020-07-27,118238,3445,861,23648,204,2020-07-14,TEEN,TRUE,61,4.4
2020-07-28,93886,7543,1886,18777,209,2020-07-14,TEEN,TRUE,61,4.4
2020-07-29,125237,6868,1717,25047,201,2020-07-14,TEEN,TRUE,61,4.4
2020-07-30,126227,8443,2111,25245,209,2020-07-14,TEEN,TRUE,61,4.4
2020-07-31,122047,4766,1192,24409,203,2020-07-14,TEEN,TRUE,61,4.4
2020-08-01,122721,3467,867,24544,217,2020-07-14,TEEN,TRUE,61,4.4
2020-08-02,138181,4345,1086,27636,216,2020-07-14,TEEN,TRUE,61,4.4
2020-08-03,139999,7990,1998,28000,214,2020-07-14,TEEN,TRUE,61,4.4
2020-08-04,148893,6846,1712,29779,203,2020-07-14,TEEN,TRUE,61,4.4
2020-08-05,149971,8909,2227,29994,206,2020-07-14,TEEN,TRUE,61,4.4
2020-08-06,142053,7933,1983,28411,202,2020-08-06,TEEN,TRUE,62.2,4.4
2020-08-07,155005,14567,3642,31001,201,2020-08-06,TEEN,TRUE,62.2,4.4
2020-08-08,135595,10512,2628,27119,215,2020-08-06,TEEN,TRUE,62.2,4.4
2020-08-09,134816,11809,2952,26963,210,2020-08-06,TEEN,TRUE,62.2,4.4
2020-08-10,135369,15493,3873,27074,211,2020-08-06,TEEN,TRUE,62.2,4.4
2020-08-11,143290,10938,2735,28658,214,2020-08-11,TEEN,TRUE,62.6,4.4
2020-08-12,147446,8944,2236,29489,208,2020-08-11,TEEN,TRUE,62.6,4.4
2020-08-13,146940,6543,1636,29388,199,2020-08-11,TEEN,TRUE,62.6,4.4
2020-08-14,141225,4532,1133,28245,216,2020-08-11,TEEN,TRUE,62.6,4.4
2020-08-15,136946,2256,564,27389,206,2020-08-11,TEEN,TRUE,62.6,4.4
2020-08-16,142400,4567,1142,28480,219,2020-08-11,TEEN,TRUE,62.6,4.4
2020-08-17,145936,5849,1462,29187,197,2020-08-11,TEEN,TRUE,62.6,4.4
2020-08-18,142586,1234,309,28517,202,2020-08-18,TEEN,TRUE,63.3,4.4
2020-08-19,139986,3456,864,27997,195,2020-08-18,TEEN,TRUE,63.3,4.4
2020-08-20,139940,6433,1608,27988,205,2020-08-18,TEEN,TRUE,63.3,4.4
2020-08-21,147810,2345,586,29562,201,2020-08-18,TEEN,TRUE,63.3,4.4
2020-08-22,143920,6763,1691,28784,214,2020-08-18,TEEN,TRUE,63.3,4.4
2020-08-23,139535,2123,531,27907,211,2020-08-18,TEEN,TRUE,63.3,4.4
2020-08-24,135472,5333,1333,27094,203,2020-08-18,TEEN,TRUE,63.3,4.4
2020-08-25,139222,1233,308,27844,215,2020-08-18,TEEN,TRUE,63.3,4.4
2020-08-26,143084,4735,1184,28617,213,2020-08-18,TEEN,TRUE,63.3,4.4
2020-08-27,148631,4489,1122,29726,214,2020-08-27,TEEN,TRUE,63.6,4.4
2020-08-28,148504,4463,1116,29701,202,2020-08-28,TEEN,TRUE,62.5,4.4
2020-08-29,140390,7322,1831,28078,209,2020-08-28,TEEN,TRUE,62.5,4.4
2020-08-30,152001,4735,1184,30400,217,2020-08-28,TEEN,TRUE,62.5,4.4
2020-08-31,165400,8289,2072,33080,217,2020-08-28,TEEN,TRUE,62.5,4.4
2020-09-01,158490,1234,309,31698,205,2020-09-01,TEEN,TRUE,62.5,4.4
2020-09-02,164064,2355,589,32813,212,2020-09-01,TEEN,TRUE,62.5,4.4
2020-09-03,163590,3444,861,32718,198,2020-09-01,TEEN,TRUE,62.5,4.4
2020-09-04,155656,4632,1158,31131,214,2020-09-01,TEEN,TRUE,62.5,4.4
2020-09-05,136038,1223,306,27208,200,2020-09-05,TEEN,TRUE,64.4,4.4
2020-09-06,149110,9883,2471,29822,221,2020-09-05,TEEN,TRUE,64.4,4.4
2020-09-07,150403,5699,1425,30081,215,2020-09-05,TEEN,TRUE,64.4,4.4
2020-09-08,119816,12345,3086,23963,211,2020-09-05,TEEN,TRUE,64.4,4.4
2020-09-09,164232,12200,3050,32846,213,2020-09-09,TEEN,TRUE,64.4,4.4
2020-09-10,163768,20954,5239,32754,215,2020-09-09,TEEN,TRUE,64.4,4.4
2020-09-11,146162,21359,5340,29232,209,2020-09-09,TEEN,TRUE,64.4,4.4
2020-09-12,165096,23435,5859,33019,213,2020-09-09,TEEN,TRUE,64.4,4.4
2020-09-13,155452,25049,6262,31090,205,2020-09-09,TEEN,TRUE,64.4,4.4
2020-09-14,157030,10099,2525,31406,200,2020-09-09,TEEN,TRUE,64.4,4.4
2020-09-15,163314,8439,2110,32663,207,2020-09-09,TEEN,TRUE,64.4,4.4
2020-09-16,155192,3992,998,31038,213,2020-09-09,TEEN,TRUE,64.4,4.4
2020-09-17,167225,5774,1444,33445,215,2020-09-17,TEEN,TRUE,63.6,4.4
2020-09-18,163229,2344,586,32646,215,2020-09-17,TEEN,TRUE,63.6,4.4
2020-09-19,162303,4333,1083,32461,189,2020-09-17,TEEN,TRUE,63.6,4.4
2020-09-20,167961,6594,1649,33592,193,2020-09-17,TEEN,TRUE,63.6,4.4
2020-09-21,158236,3488,872,31647,203,2020-09-17,TEEN,TRUE,63.6,4.4
